market_hash_name,currency,min_price,max_price,mean_price,median_price,quantity_sold,source
★ M9 Bayonet | Night (Battle-Scarred),USD,0.201,868.859,129.2318081123245,105.69,4391,
★ M9 Bayonet | Night (Factory New),USD,233.49,1001.01,590.63,573.7915,19,
★ M9 Bayonet | Night (Field-Tested),USD,24.422,769.36,178.47563774271845,144.913,18795,
★ M9 Bayonet | Night (Minimal Wear),USD,1.035,966.0,248.57828125,231.803,3810,
★ M9 Bayonet | Night (Well-Worn),USD,1.84,747.494,148.18101442006272,125.804,2822,
★ M9 Bayonet | Rust Coat (Battle-Scarred),USD,0.297,707.532,186.48529110600592,143.509,32018,
★ M9 Bayonet | Safari Mesh (Battle-Scarred),USD,0.801,622.04,107.5294332453826,87.621,4747,
★ M9 Bayonet | Safari Mesh (Field-Tested),USD,0.103,582.094,128.57638461538463,97.2315,27996,
★ M9 Bayonet | Safari Mesh (Minimal Wear),USD,2.08,622.1,123.3161261487051,100.601,8016,
★ M9 Bayonet | Scorched (Battle-Scarred),USD,0.238,770.207,114.36275732217574,93.404,4383,
★ M9 Bayonet | Scorched (Factory New),USD,0.03,538.86,197.112905511811,195.05,134,
★ M9 Bayonet | Scorched (Field-Tested),USD,0.919,540.023,135.33954623338255,103.963,27699,
★ M9 Bayonet | Scorched (Minimal Wear),USD,46.583,634.003,137.55126919934642,113.342,6875,
★ M9 Bayonet | Scorched (Well-Worn),USD,0.04,473.832,108.40989259877573,88.55,3839,
★ M9 Bayonet | Slaughter (Factory New),USD,0.03,1821.1,438.4222488222698,387.067,4794,
★ M9 Bayonet | Slaughter (Field-Tested),USD,0.781,1200.013,291.3732809867629,263.35450000000003,2564,
★ M9 Bayonet | Slaughter (Minimal Wear),USD,16.64,1399.73,362.1536255789099,327.845,8705,
★ M9 Bayonet | Stained (Battle-Scarred),USD,2.857,689.984,144.40111789833404,114.828,6371,
★ M9 Bayonet | Stained (Field-Tested),USD,22.0,712.905,156.34558029908973,123.3385,13660,
★ M9 Bayonet | Stained (Minimal Wear),USD,1.88,856.662,160.3883130966017,129.997,8520,
★ M9 Bayonet | Stained (Well-Worn),USD,0.16,700.003,151.75083974585246,119.243,10061,
★ M9 Bayonet | Tiger Tooth (Factory New),USD,0.696,1918.597,460.7342391822828,395.571,16070,
★ M9 Bayonet | Tiger Tooth (Minimal Wear),USD,183.038,1799.77,389.2459195612432,386.395,665,
★ M9 Bayonet | Ultraviolet (Battle-Scarred),USD,12.37,660.01,139.51445449561402,106.7605,3978,
★ M9 Bayonet | Ultraviolet (Field-Tested),USD,74.65,718.75,184.5612520804438,141.84550000000002,18619,
★ M9 Bayonet | Ultraviolet (Minimal Wear),USD,7.36,1265.552,255.73974960629928,224.264,4335,
★ M9 Bayonet | Ultraviolet (Well-Worn),USD,0.03,668.28,155.7041737313433,121.624,3102,
★ M9 Bayonet | Urban Masked (Battle-Scarred),USD,1.917,733.63,120.9102120329937,96.627,5195,
★ M9 Bayonet | Urban Masked (Factory New),USD,104.147,538.09,222.5948356164384,212.4255,153,
★ M9 Bayonet | Urban Masked (Field-Tested),USD,0.1,628.024,139.05969432959242,106.021,28465,
★ M9 Bayonet | Urban Masked (Minimal Wear),USD,1.37,881.39,146.69215647163122,121.6445,6665,
★ M9 Bayonet,USD,0.204,1887.62,278.45216666666664,171.352,29548,
★ Moto Gloves | 3rd Commando Company (Battle-Scarred),USD,51.26,205.764,76.08153923357663,73.0755,4313,
★ Moto Gloves | 3rd Commando Company (Factory New),USD,420.99,1922.974,820.8834074074074,684.11,28,
★ Moto Gloves | 3rd Commando Company (Field-Tested),USD,74.055,254.529,114.04619010819168,106.5415,8364,
★ Moto Gloves | 3rd Commando Company (Minimal Wear),USD,102.016,456.32,218.7382816229117,201.7735,1952,
★ Moto Gloves | 3rd Commando Company (Well-Worn),USD,63.98,200.27,98.47897818599311,92.682,2158,
★ Moto Gloves | Blood Pressure (Battle-Scarred),USD,65.397,214.18,111.72558781725888,105.945,3253,
★ Moto Gloves | Blood Pressure (Field-Tested),USD,151.35,725.715,287.1372133784928,256.0,5996,
★ Moto Gloves | Blood Pressure (Minimal Wear),USD,0.614,1677.51,686.6772632478633,620.554,960,
★ Moto Gloves | Blood Pressure (Well-Worn),USD,128.312,449.9,210.6522711442786,198.5495,1742,
★ Moto Gloves | Boom! (Battle-Scarred),USD,10.666,490.93,110.98150116959064,112.038,3046,
★ Moto Gloves | Boom! (Factory New),USD,675.298,1897.27,1200.5948400000002,1082.859,25,
★ Moto Gloves | Boom! (Field-Tested),USD,96.465,503.044,212.01581479758025,205.525,5504,
★ Moto Gloves | Boom! (Minimal Wear),USD,45.94,773.889,428.0281337349397,406.482,1029,
★ Moto Gloves | Boom! (Well-Worn),USD,1.99,253.0,168.47054311926604,167.41899999999998,1451,
★ Moto Gloves | Cool Mint (Battle-Scarred),USD,1.524,269.212,149.17974051069706,149.104,2236,
★ Moto Gloves | Cool Mint (Field-Tested),USD,35.354,780.01,310.3015206013363,311.992,3588,
★ Moto Gloves | Cool Mint (Minimal Wear),USD,244.146,1399.0,578.7110055248619,537.26,658,
★ Moto Gloves | Cool Mint (Well-Worn),USD,23.799,369.827,242.5695875,242.814,873,
★ Moto Gloves | Eclipse (Battle-Scarred),USD,48.479,334.568,107.99128173022196,109.25,3442,
★ Moto Gloves | Eclipse (Field-Tested),USD,95.387,467.234,188.00159350307288,186.0105,7105,
★ Moto Gloves | Eclipse (Minimal Wear),USD,0.989,701.807,362.0903784313725,360.005,1375,
★ Moto Gloves | Eclipse (Well-Worn),USD,18.88,252.348,154.72842954159591,154.2695,1686,
★ Moto Gloves | Finish Line (Battle-Scarred),USD,14.863,290.274,117.0282519509476,111.009,2319,
★ Moto Gloves | Finish Line (Field-Tested),USD,104.062,906.43,292.05544392523365,258.784,3702,
★ Moto Gloves | Finish Line (Minimal Wear),USD,276.288,1913.947,736.5942323462415,600.11,622,
★ Moto Gloves | Finish Line (Well-Worn),USD,82.546,415.932,207.9452688927944,196.487,884,
★ Moto Gloves | POW! (Battle-Scarred),USD,86.41,313.137,183.98127204374572,180.762,3133,
★ Moto Gloves | POW! (Field-Tested),USD,20.507,456.679,278.41685050798253,275.937,8054,
★ Moto Gloves | POW! (Minimal Wear),USD,69.88,895.043,497.6059357072206,486.054,1586,
★ Moto Gloves | POW! (Well-Worn),USD,140.017,396.608,231.64942218080145,225.009,1840,
★ Moto Gloves | Polygon (Battle-Scarred),USD,24.875,298.261,183.54627671451357,181.9255,2142,
★ Moto Gloves | Polygon (Field-Tested),USD,0.302,1100.28,459.7638195153061,463.9255,3231,
★ Moto Gloves | Polygon (Minimal Wear),USD,258.38,1652.55,995.6646588235294,1035.3895,597,
★ Moto Gloves | Polygon (Well-Worn),USD,191.55,512.04,334.4862421227197,336.337,819,
★ Moto Gloves | Smoke Out (Battle-Scarred),USD,58.43,280.769,108.18885409652076,101.365,2130,
★ Moto Gloves | Smoke Out (Field-Tested),USD,170.12,938.74,311.2116596330276,278.815,3563,
★ Moto Gloves | Smoke Out (Minimal Wear),USD,374.817,1929.017,796.6772302158273,702.01,586,
★ Moto Gloves | Smoke Out (Well-Worn),USD,0.185,374.993,209.84878096947935,199.0,880,
★ Moto Gloves | Spearmint (Battle-Scarred),USD,0.319,768.15,243.00943714821764,234.6125,1449,
★ Moto Gloves | Spearmint (Field-Tested),USD,50.0,1951.96,734.8852935855263,561.0605,2072,
★ Moto Gloves | Transport (Battle-Scarred),USD,42.548,218.08,94.14566332982083,92.79,6845,
★ Moto Gloves | Transport (Field-Tested),USD,78.529,298.769,125.53279025239335,124.567,14949,
★ Moto Gloves | Transport (Minimal Wear),USD,2.495,588.182,237.74173041168655,233.6015,3387,
★ Moto Gloves | Transport (Well-Worn),USD,0.03,254.877,107.52307496740548,104.9795,4022,
★ Moto Gloves | Turtle (Battle-Scarred),USD,0.15,255.61,155.97012768817206,150.9435,3236,
★ Moto Gloves | Turtle (Field-Tested),USD,155.428,585.0,260.40145405138344,257.291,7140,
★ Moto Gloves | Turtle (Minimal Wear),USD,247.72,1500.014,482.9529137380191,474.949,1361,
★ Moto Gloves | Turtle (Well-Worn),USD,25.688,321.357,209.7411437908497,205.229,1740,
★ Navaja Knife | Blue Steel (Battle-Scarred),USD,13.26,328.043,73.97956503496503,70.811,3339,
★ Navaja Knife | Blue Steel (Factory New),USD,1.037,246.181,101.6537765667575,96.256,426,
★ Navaja Knife | Blue Steel (Field-Tested),USD,33.734,176.304,75.6611387900356,72.263,5855,
★ Navaja Knife | Blue Steel (Minimal Wear),USD,49.457,215.118,80.12237039517748,77.188,3593,
★ Navaja Knife | Blue Steel (Well-Worn),USD,0.852,224.71,74.02768150031787,71.344,4355,
★ Navaja Knife | Boreal Forest (Battle-Scarred),USD,6.682,506.193,67.07730588235295,63.429,2756,
★ Navaja Knife | Boreal Forest (Field-Tested),USD,47.363,656.188,70.02840374331551,65.053,10525,
★ Navaja Knife | Boreal Forest (Minimal Wear),USD,31.768,599.43,73.45954686346863,70.503,2868,
★ Navaja Knife | Boreal Forest (Well-Worn),USD,0.26,755.5,68.6793302238806,65.041,1893,
★ Navaja Knife | Case Hardened (Battle-Scarred),USD,54.194,1725.0,93.72964351464437,87.793,2306,
★ Navaja Knife | Case Hardened (Factory New),USD,0.171,500.056,167.73618316831684,155.42950000000002,216,
★ Navaja Knife | Case Hardened (Field-Tested),USD,12.07,326.288,104.65676791584484,96.973,3643,
★ Navaja Knife | Case Hardened (Minimal Wear),USD,9.95,656.798,117.02365381649962,107.947,2422,
★ Navaja Knife | Case Hardened (Well-Worn),USD,58.744,385.18,99.37209547738696,92.732,3226,
★ Navaja Knife | Crimson Web (Battle-Scarred),USD,1.714,306.508,84.78548407643312,81.512,2378,
★ Navaja Knife | Crimson Web (Field-Tested),USD,65.741,294.134,100.1693558384062,94.373,8122,
★ Navaja Knife | Crimson Web (Minimal Wear),USD,65.097,387.199,137.17625292529252,126.377,1868,
★ Navaja Knife | Crimson Web (Well-Worn),USD,49.796,207.0,95.98608924731182,91.792,1432,
★ Navaja Knife | Damascus Steel (Battle-Scarred),USD,0.14,586.74,76.43167296786389,71.762,673,
★ Navaja Knife | Damascus Steel (Factory New),USD,57.5,171.699,89.07099315537303,84.011,4731,
★ Navaja Knife | Damascus Steel (Field-Tested),USD,39.36,617.41,78.00570174418604,72.1805,10995,
★ Navaja Knife | Damascus Steel (Minimal Wear),USD,54.33,148.657,81.0546198791135,76.168,5332,
★ Navaja Knife | Damascus Steel (Well-Worn),USD,45.01,342.16,74.03584114583333,70.9315,1185,
★ Navaja Knife | Doppler (Factory New),USD,1.241,994.75,184.82545089029293,161.174,14015,
★ Navaja Knife | Doppler (Minimal Wear),USD,56.78,1015.72,171.423381147541,148.42000000000002,654,
★ Navaja Knife | Fade (Factory New),USD,77.326,488.18,169.50849154453215,149.681,7707,
★ Navaja Knife | Fade (Minimal Wear),USD,80.643,708.55,154.82760451977398,141.665,416,
★ Navaja Knife | Forest DDPAT (Battle-Scarred),USD,0.636,328.06,65.88774647887324,62.914,2979,
★ Navaja Knife | Forest DDPAT (Field-Tested),USD,45.642,296.598,69.54434913793104,64.1,11810,
★ Navaja Knife | Forest DDPAT (Minimal Wear),USD,7.696,337.94,70.78418833087149,67.8305,2982,
★ Navaja Knife | Forest DDPAT (Well-Worn),USD,0.72,545.0,66.49217391304347,63.417,1592,
★ Navaja Knife | Marble Fade (Factory New),USD,98.255,361.846,164.88438176795583,146.30599999999998,16015,
★ Navaja Knife | Marble Fade (Minimal Wear),USD,80.93,415.45,149.0228655462185,139.671,804,
★ Navaja Knife | Night Stripe (Battle-Scarred),USD,40.94,518.626,67.8171447574335,64.668,2558,
★ Navaja Knife | Night Stripe (Field-Tested),USD,43.657,359.694,71.29003446418956,66.166,11145,
★ Navaja Knife | Night Stripe (Minimal Wear),USD,8.83,271.609,73.51991648189208,70.969,2786,
★ Navaja Knife | Night Stripe (Well-Worn),USD,33.541,515.168,67.91116018518518,65.6425,1906,
★ Navaja Knife | Rust Coat (Battle-Scarred),USD,52.657,169.0,75.93031021505377,69.494,26125,
★ Navaja Knife | Rust Coat (Well-Worn),USD,0.113,329.99,72.37517624020887,69.489,1104,
★ Navaja Knife | Safari Mesh (Battle-Scarred),USD,42.153,504.828,66.83857551896922,62.85,3503,
★ Navaja Knife | Safari Mesh (Field-Tested),USD,6.688,354.738,69.48055212765958,63.4345,12177,
★ Navaja Knife | Safari Mesh (Minimal Wear),USD,30.319,483.07,69.01579105571847,65.6395,2937,
★ Navaja Knife | Safari Mesh (Well-Worn),USD,6.72,888.9,67.52776978417266,63.2745,2083,
★ Navaja Knife | Scorched (Battle-Scarred),USD,32.92,368.228,66.12150143266476,63.135000000000005,3016,
★ Navaja Knife | Scorched (Factory New),USD,65.288,165.032,104.35711904761904,103.208,86,
★ Navaja Knife | Scorched (Field-Tested),USD,42.185,530.861,69.16725816818426,64.067,10832,
★ Navaja Knife | Scorched (Minimal Wear),USD,41.316,368.436,70.16968440233236,67.481,3033,
★ Navaja Knife | Scorched (Well-Worn),USD,31.631,329.85,66.90739143135346,64.041,1758,
★ Navaja Knife | Slaughter (Factory New),USD,75.587,347.312,132.69629076620825,124.98,3856,
★ Navaja Knife | Slaughter (Field-Tested),USD,7.709,268.68,109.76111345381528,105.741,1580,
★ Navaja Knife | Slaughter (Minimal Wear),USD,42.71,515.756,120.25099467455622,112.893,5441,
★ Navaja Knife | Stained (Battle-Scarred),USD,7.25,528.775,71.44875290697674,67.9005,3050,
★ Navaja Knife | Stained (Factory New),USD,1.486,215.478,92.7695904255319,89.875,433,
★ Navaja Knife | Stained (Field-Tested),USD,36.441,185.435,73.34893793911007,70.08699999999999,5985,
★ Navaja Knife | Stained (Minimal Wear),USD,35.186,199.383,76.81720817120623,73.3675,4061,
★ Navaja Knife | Stained (Well-Worn),USD,1.2,278.575,72.52719029126213,69.323,4319,
★ Navaja Knife | Tiger Tooth (Factory New),USD,86.205,286.093,137.20000109170306,121.9865,19021,
★ Navaja Knife | Tiger Tooth (Minimal Wear),USD,55.41,323.56,121.30109841269842,115.712,938,
★ Navaja Knife | Ultraviolet (Battle-Scarred),USD,0.105,173.531,71.8981698649609,68.762,4345,
★ Navaja Knife | Ultraviolet (Factory New),USD,4.17,293.075,172.12892452830192,163.553,58,
★ Navaja Knife | Ultraviolet (Field-Tested),USD,56.971,140.0,81.4640082781457,75.5035,14913,
★ Navaja Knife | Ultraviolet (Minimal Wear),USD,12.14,169.34,95.28500976971388,90.509,4095,
★ Navaja Knife | Ultraviolet (Well-Worn),USD,0.71,134.678,78.32596666666666,74.7625,2881,
★ Navaja Knife | Urban Masked (Battle-Scarred),USD,0.182,518.825,65.35138265306124,63.115,3103,
★ Navaja Knife | Urban Masked (Factory New),USD,73.261,170.619,111.54990476190476,110.493,44,
★ Navaja Knife | Urban Masked (Field-Tested),USD,36.353,199.674,69.72726916975145,65.045,11215,
★ Navaja Knife | Urban Masked (Minimal Wear),USD,26.115,205.21,72.18364068589244,69.785,2543,
★ Navaja Knife | Urban Masked (Well-Worn),USD,8.011,813.0,68.43224669187147,64.78,1808,
★ Navaja Knife,USD,54.371,253.99,94.9989768244576,76.26400000000001,36787,
★ Nomad Knife | Blue Steel (Battle-Scarred),USD,66.913,388.16,182.21523214285716,162.541,667,
★ Nomad Knife | Blue Steel (Field-Tested),USD,78.645,448.5,200.3679251269036,169.86950000000002,1335,
★ Nomad Knife | Blue Steel (Minimal Wear),USD,14.221,512.339,222.7168046309696,189.99,1077,
★ Nomad Knife | Blue Steel (Well-Worn),USD,0.03,410.0,182.75143967828416,165.70749999999998,1124,
★ Nomad Knife | Boreal Forest (Battle-Scarred),USD,21.051,239.476,109.5397172523962,103.603,970,
★ Nomad Knife | Boreal Forest (Factory New),USD,127.68,321.623,186.19017857142853,179.421,29,
★ Nomad Knife | Boreal Forest (Field-Tested),USD,45.731,252.992,128.21593411552348,121.3865,2852,
★ Nomad Knife | Boreal Forest (Minimal Wear),USD,74.025,325.107,151.78121372549018,139.01,688,
★ Nomad Knife | Boreal Forest (Well-Worn),USD,15.14,549.3,115.51205980861243,106.875,532,
★ Nomad Knife | Case Hardened (Battle-Scarred),USD,3.584,835.5,198.80653740458013,180.362,989,
★ Nomad Knife | Case Hardened (Field-Tested),USD,112.129,1427.752,266.5895740498034,219.986,1172,
★ Nomad Knife | Case Hardened (Minimal Wear),USD,127.258,1552.5,318.4003103448276,270.193,641,
★ Nomad Knife | Case Hardened (Well-Worn),USD,0.146,1600.009,224.4135649717514,195.3185,1059,
★ Nomad Knife | Crimson Web (Battle-Scarred),USD,94.52,517.503,213.95305230125524,196.9525,624,
★ Nomad Knife | Crimson Web (Field-Tested),USD,148.314,720.65,348.4605362134689,320.563,1376,
★ Nomad Knife | Crimson Web (Minimal Wear),USD,245.65,1379.992,603.9532663934426,559.41,283,
★ Nomad Knife | Crimson Web (Well-Worn),USD,0.46,768.483,282.99065863453814,255.0,285,
★ Nomad Knife | Fade (Factory New),USD,260.916,1882.52,680.7179836779109,531.72,1772,
★ Nomad Knife | Fade (Minimal Wear),USD,297.331,1432.11,599.0563384615384,460.0,69,
★ Nomad Knife | Forest DDPAT (Battle-Scarred),USD,54.45,219.023,106.75109360374417,100.797,957,
★ Nomad Knife | Forest DDPAT (Factory New),USD,97.49,260.753,166.6391875,159.002,17,
★ Nomad Knife | Forest DDPAT (Field-Tested),USD,59.779,247.422,120.39994745621352,112.727,3570,
★ Nomad Knife | Forest DDPAT (Minimal Wear),USD,0.075,402.499,139.00559560067683,130.66,809,
★ Nomad Knife | Forest DDPAT (Well-Worn),USD,33.542,219.151,109.6194875,106.601,515,
★ Nomad Knife | Night Stripe (Battle-Scarred),USD,64.33,269.985,119.5684405940594,110.8385,855,
★ Nomad Knife | Night Stripe (Field-Tested),USD,67.515,300.344,140.5552143467122,128.005,3123,
★ Nomad Knife | Night Stripe (Minimal Wear),USD,41.867,439.04,164.28756211812626,145.75,655,
★ Nomad Knife | Night Stripe (Well-Worn),USD,1.296,257.1,121.10775466666668,112.523,475,
★ Nomad Knife | Safari Mesh (Battle-Scarred),USD,47.946,207.82,102.71003317535543,94.497,940,
★ Nomad Knife | Safari Mesh (Field-Tested),USD,63.04,218.015,110.12016527545909,99.69,3755,
★ Nomad Knife | Safari Mesh (Minimal Wear),USD,58.37,258.046,113.15076697247706,103.923,794,
★ Nomad Knife | Safari Mesh (Well-Worn),USD,0.11,209.08,104.86428095238094,98.341,533,
★ Nomad Knife | Scorched (Battle-Scarred),USD,56.124,208.777,103.91501200686108,97.042,839,
★ Nomad Knife | Scorched (Field-Tested),USD,51.514,228.651,112.65968661679136,102.645,3564,
★ Nomad Knife | Scorched (Minimal Wear),USD,52.945,272.71,121.50421981981982,109.906,772,
★ Nomad Knife | Scorched (Well-Worn),USD,39.449,225.124,105.44816956521738,98.368,625,
★ Nomad Knife | Slaughter (Factory New),USD,99.003,983.75,403.9016318607764,363.625,1263,
★ Nomad Knife | Slaughter (Field-Tested),USD,151.361,768.78,329.1319362880886,294.432,430,
★ Nomad Knife | Slaughter (Minimal Wear),USD,30.832,846.14,347.0099352272728,319.083,1629,
★ Nomad Knife | Stained (Battle-Scarred),USD,5.663,319.37,156.14792729766802,142.277,1152,
★ Nomad Knife | Stained (Factory New),USD,36.69,623.0,254.1908316831684,229.447,109,
★ Nomad Knife | Stained (Field-Tested),USD,59.374,441.001,176.01063537906137,149.409,1524,
★ Nomad Knife | Stained (Minimal Wear),USD,94.96,479.274,200.0383825816485,165.006,929,
★ Nomad Knife | Stained (Well-Worn),USD,16.7,379.748,162.45541549295777,144.7975,1489,
★ Nomad Knife | Urban Masked (Battle-Scarred),USD,18.292,224.627,108.80164795918368,101.2675,843,
★ Nomad Knife | Urban Masked (Field-Tested),USD,0.925,267.93,125.39912050209205,111.483,3431,
★ Nomad Knife | Urban Masked (Minimal Wear),USD,71.0,400.267,147.91544618395304,130.236,691,
★ Nomad Knife | Urban Masked (Well-Worn),USD,54.57,253.821,114.74401333333331,107.314,692,
★ Nomad Knife,USD,116.846,898.665,325.900532780083,262.364,3447,
★ Paracord Knife | Blue Steel (Battle-Scarred),USD,21.468,307.66,158.8231797752809,143.999,945,
★ Paracord Knife | Blue Steel (Factory New),USD,129.9,465.32,278.2017311827957,271.921,96,
★ Paracord Knife | Blue Steel (Field-Tested),USD,23.6,320.0,174.22817813765184,162.10649999999998,2008,
★ Paracord Knife | Blue Steel (Minimal Wear),USD,18.96,389.07,192.60374681933845,181.895,1309,
★ Paracord Knife | Blue Steel (Well-Worn),USD,99.856,315.721,158.51685731707315,145.223,1463,
★ Paracord Knife | Boreal Forest (Battle-Scarred),USD,66.431,184.65,103.57976061120544,98.15,897,
★ Paracord Knife | Boreal Forest (Field-Tested),USD,58.267,206.01,122.95465795724466,118.664,3782,
★ Paracord Knife | Boreal Forest (Minimal Wear),USD,78.879,334.357,151.7414898989899,139.213,883,
